date_key,store_id,sku_id,requested_units,fulfilled_units,cancelled_units,selling_price,revenue,opening_stock,inbound_stock,sku_name,category,root_cause,lost_sales_value
20260102,4,21,75,62,13,59.48,3687.76,62,0,DAIR_MILK_21,Dairy,Unforecasted Demand Spike,773.24
20260102,4,38,85,47,38,48.32,2271.04,47,0,BEVE_TEA _08,Beverages,Unforecasted Demand Spike,1836.16
20260102,4,40,107,49,58,137.08,6716.92,49,0,BEVE_WATE_10,Beverages,Unforecasted Demand Spike,7950.64
20260102,4,54,97,88,9,85.37,7512.56,88,0,BEVE_ENER_24,Beverages,Unforecasted Demand Spike,768.33
20260102,4,72,62,23,39,171.81,3951.63,23,0,SNAC_BISC_12,Snacks,Unforecasted Demand Spike,6700.59
20260102,4,88,63,34,29,137.62,4679.08,34,0,SNAC_NAMK_28,Snacks,Unforecasted Demand Spike,3990.98
20260102,4,98,18,2,16,222.22,444.44,2,0,PACK_SAUC_08,Packaged Foods,Delayed / Missing Inbound Replenishment,3555.52
20260102,4,101,40,17,23,130.93,2225.81,17,0,PACK_NOOD_11,Packaged Foods,Forecast Underestimation & Buffer Shortage,3011.39
20260102,4,108,54,52,2,194.33,10105.16,52,0,PACK_SAUC_18,Packaged Foods,Unforecasted Demand Spike,388.66
20260102,4,119,28,12,16,117.5,1410.0,12,0,PACK_BREA_29,Packaged Foods,Forecast Underestimation & Buffer Shortage,1880.0
20260102,4,169,23,8,15,312.03,2496.24,8,0,STAP_EDIB_19,Staples,Forecast Underestimation & Buffer Shortage,4680.45
20260102,4,201,12,2,10,193.23,386.46,2,0,PERS_SOAP_21,Personal Care,Delayed / Missing Inbound Replenishment,1932.3
20260102,4,216,21,7,14,208.26,1457.82,7,0,HOUS_DETE_06,Household,Forecast Underestimation & Buffer Shortage,2915.64
20260102,4,222,9,7,2,214.26,1499.82,7,0,HOUS_DISH_12,Household,Forecast Underestimation & Buffer Shortage,428.52
20260102,4,233,13,11,2,161.93,1781.23,11,0,HOUS_CLEA_23,Household,Forecast Underestimation & Buffer Shortage,323.86
20260102,4,253,30,23,7,319.63,7351.49,23,0,BABY_DIAP_13,Baby Care,Forecast Underestimation & Buffer Shortage,2237.41
20260102,4,256,37,18,19,441.88,7953.84,18,0,BABY_BABY_16,Baby Care,Forecast Underestimation & Buffer Shortage,8395.72
20260102,4,257,42,19,23,338.9,6439.1,19,0,BABY_DIAP_17,Baby Care,Unforecasted Demand Spike,7794.7
20260102,4,258,19,2,17,552.29,1104.58,2,0,BABY_BABY_18,Baby Care,Delayed / Missing Inbound Replenishment,9388.93
20260102,4,261,19,8,11,419.38,3355.04,8,0,BABY_DIAP_21,Baby Care,Forecast Underestimation & Buffer Shortage,4613.18
20260102,4,283,6,3,3,548.52,1645.56,4,0,PET _DOG _13,Pet Care,Delayed / Missing Inbound Replenishment,1645.56
20260102,5,21,70,12,58,59.48,713.76,12,0,DAIR_MILK_21,Dairy,Unforecasted Demand Spike,3449.84
20260102,5,30,63,46,17,165.95,7633.7,46,0,DAIR_PANE_30,Dairy,Unforecasted Demand Spike,2821.15
20260102,5,36,64,34,30,97.34,3309.56,34,0,BEVE_JUIC_06,Beverages,Unforecasted Demand Spike,2920.2
20260102,5,39,61,60,1,95.49,5729.4,60,0,BEVE_ENER_09,Beverages,Unforecasted Demand Spike,95.49
20260102,5,40,100,74,26,137.08,10143.92,74,0,BEVE_WATE_10,Beverages,Unforecasted Demand Spike,3564.08
20260102,5,44,71,20,51,94.2,1884.0,20,0,BEVE_ENER_14,Beverages,Unforecasted Demand Spike,4804.2
20260102,5,51,58,37,21,82.5,3052.5,37,0,BEVE_JUIC_21,Beverages,Unforecasted Demand Spike,1732.5
20260102,5,55,89,67,22,76.58,5130.86,67,0,BEVE_WATE_25,Beverages,Unforecasted Demand Spike,1684.76
20260102,5,61,67,40,27,22.63,905.2,40,0,SNAC_CHIP_01,Snacks,Unforecasted Demand Spike,611.01
20260102,5,109,15,9,6,206.34,1857.06,9,0,PACK_BREA_19,Packaged Foods,Forecast Underestimation & Buffer Shortage,1238.04
20260102,5,114,30,5,25,58.62,293.1,5,0,PACK_BREA_24,Packaged Foods,Forecast Underestimation & Buffer Shortage,1465.5
20260102,5,123,38,10,28,81.34,813.4,10,0,FRUI_DAIL_03,Fruits & Vegetables,Forecast Underestimation & Buffer Shortage,2277.52
20260102,5,156,28,11,17,342.35,3765.85,11,0,STAP_ATTA_06,Staples,Forecast Underestimation & Buffer Shortage,5819.95
20260102,5,164,14,6,8,366.94,2201.64,6,0,STAP_EDIB_14,Staples,Forecast Underestimation & Buffer Shortage,2935.52
20260102,5,171,20,19,1,329.23,6255.37,19,0,STAP_ATTA_21,Staples,Forecast Underestimation & Buffer Shortage,329.23
20260102,5,176,15,10,5,283.47,2834.7,10,0,STAP_ATTA_26,Staples,Forecast Underestimation & Buffer Shortage,1417.35
20260102,5,194,11,9,2,365.21,3286.89,9,0,PERS_SKIN_14,Personal Care,Forecast Underestimation & Buffer Shortage,730.42
20260102,5,233,11,5,6,161.93,809.65,5,0,HOUS_CLEA_23,Household,Forecast Underestimation & Buffer Shortage,971.58
20260102,5,282,5,1,4,378.42,378.42,1,0,PET _PET _12,Pet Care,Delayed / Missing Inbound Replenishment,1513.68
20260102,5,286,8,3,5,456.83,1370.49,3,0,PET _PET _16,Pet Care,Delayed / Missing Inbound Replenishment,2284.15
20260102,5,291,10,9,1,384.98,3464.82,9,0,PET _DOG _21,Pet Care,Forecast Underestimation & Buffer Shortage,384.98
20260102,6,35,70,33,37,158.37,5226.21,33,0,BEVE_WATE_05,Beverages,Unforecasted Demand Spike,5859.69
20260102,6,51,54,46,8,82.5,3795.0,46,0,BEVE_JUIC_21,Beverages,Unforecasted Demand Spike,660.0
20260102,6,68,46,22,24,178.74,3932.28,22,0,SNAC_NAMK_08,Snacks,Unforecasted Demand Spike,4289.76
20260102,6,117,26,9,17,152.92,1376.28,9,0,PACK_PAST_27,Packaged Foods,Forecast Underestimation & Buffer Shortage,2599.64
20260102,6,120,25,16,9,117.17,1874.72,16,0,PACK_READ_30,Packaged Foods,Forecast Underestimation & Buffer Shortage,1054.53
20260102,6,160,26,20,6,181.06,3621.2,20,0,STAP_SPIC_10,Staples,Forecast Underestimation & Buffer Shortage,1086.36
20260102,6,169,19,14,5,312.03,4368.42,14,0,STAP_EDIB_19,Staples,Forecast Underestimation & Buffer Shortage,1560.15
20260102,6,221,6,2,4,209.6,419.2,2,0,HOUS_DETE_11,Household,Delayed / Missing Inbound Replenishment,838.4
20260102,6,229,9,4,5,147.62,590.48,4,0,HOUS_DISP_19,Household,Delayed / Missing Inbound Replenishment,738.1
20260102,6,232,6,5,1,162.1,810.5,5,0,HOUS_DISH_22,Household,Forecast Underestimation & Buffer Shortage,162.1
20260102,6,243,19,8,11,536.66,4293.28,8,0,BABY_BABY_03,Baby Care,Forecast Underestimation & Buffer Shortage,5903.26
20260102,6,266,16,11,5,106.13,1167.43,11,0,BABY_BABY_26,Baby Care,Forecast Underestimation & Buffer Shortage,530.65
20260102,6,268,16,14,2,129.29,1810.06,14,0,BABY_BABY_28,Baby Care,Forecast Underestimation & Buffer Shortage,258.58
20260102,7,26,51,28,23,78.21,2189.88,28,0,DAIR_MILK_26,Dairy,Unforecasted Demand Spike,1798.83
20260102,7,35,95,92,3,158.37,14570.04,92,0,BEVE_WATE_05,Beverages,Unforecasted Demand Spike,475.11
20260102,7,36,69,23,46,97.34,2238.82,23,0,BEVE_JUIC_06,Beverages,Unforecasted Demand Spike,4477.64
20260102,7,37,66,0,66,93.59,0.0,0,0,BEVE_COLD_07,Beverages,Delayed / Missing Inbound Replenishment,6176.94
20260102,7,41,94,0,94,104.58,0.0,0,0,BEVE_JUIC_11,Beverages,Delayed / Missing Inbound Replenishment,9830.52
20260102,7,45,123,89,34,107.96,9608.44,89,0,BEVE_WATE_15,Beverages,Unforecasted Demand Spike,3670.64
20260102,7,87,83,79,4,201.63,15928.77,79,0,SNAC_BISC_27,Snacks,Unforecasted Demand Spike,806.52
20260102,7,100,42,19,23,109.11,2073.09,19,0,PACK_READ_10,Packaged Foods,Unforecasted Demand Spike,2509.53
20260102,7,126,73,21,52,64.66,1357.86,21,0,FRUI_FRES_06,Fruits & Vegetables,Unforecasted Demand Spike,3362.32
20260102,7,149,65,12,53,103.98,1247.76,12,0,FRUI_SEAS_29,Fruits & Vegetables,Unforecasted Demand Spike,5510.94
20260102,7,158,36,0,36,65.45,0.0,0,0,STAP_DALS_08,Staples,Delayed / Missing Inbound Replenishment,2356.2
20260102,7,166,24,20,4,248.86,4977.2,20,0,STAP_ATTA_16,Staples,Forecast Underestimation & Buffer Shortage,995.44
20260102,7,191,12,10,2,184.94,1849.4,10,0,PERS_SOAP_11,Personal Care,Forecast Underestimation & Buffer Shortage,369.88
20260102,7,194,14,7,7,365.21,2556.47,7,0,PERS_SKIN_14,Personal Care,Forecast Underestimation & Buffer Shortage,2556.47
