date_key,store_id,sku_id,opening_stock,inbound_stock,transfer_in,transfer_out,sold_units,damaged_units,closing_stock,sku_name,category,unit_cost,selling_price,lead_time_hours,case_pack_size,minimum_order_quantity,priority_class,store_name,city_id,store_priority,capacity_units,forecast_daily_mean,forecast_std_daily,forecast_weekly_demand,lead_time_days,safety_stock,reorder_point,target_stock,days_of_cover,hours_to_stockout,stockout_risk_score,risk_level,is_overstocked,excess_units,lost_sales_exposure
20260629,1,62,456,0,0,0,50,0,406,SNAC_BISC_02,Snacks,128.92,153.75,48,24,96,A,BEN_DS_01,1,1,85000,59.86,13.1,419.02,2.0,31,151,451,6.78,122.0,20,Low,False,0,0.0
20260629,1,63,390,0,0,0,57,0,333,SNAC_NAMK_03,Snacks,118.1,157.5,72,8,8,A,BEN_DS_01,1,1,85000,65.57,14.46,458.99,3.0,42,239,501,5.08,91.4,20,Low,False,0,0.0
20260629,1,64,507,0,0,0,66,0,441,SNAC_CHOC_04,Snacks,38.25,46.19,48,8,24,A,BEN_DS_01,1,1,85000,77.57,16.86,542.99,2.0,40,196,583,5.69,102.4,20,Low,False,0,0.0
20260629,1,65,307,408,0,0,62,0,653,SNAC_NUTS_05,Snacks,98.2,134.26,36,24,72,A,BEN_DS_01,1,1,85000,70.71,15.88,494.97,1.5,32,139,527,9.23,166.1,20,Low,False,126,0.0
20260629,1,66,79,0,0,0,53,0,26,SNAC_CHIP_06,Snacks,37.03,45.9,12,8,32,A,BEN_DS_01,1,1,85000,64.29,15.73,450.03,0.5,19,52,470,0.4,7.2,61,High,False,0,2950.91
20260629,1,67,80,308,0,0,58,0,330,SNAC_BISC_07,Snacks,95.62,113.98,12,4,4,A,BEN_DS_01,1,1,85000,66.43,13.17,465.01,0.5,16,50,482,4.97,89.5,20,Low,False,0,0.0
20260629,1,68,442,0,0,0,44,0,398,SNAC_NAMK_08,Snacks,133.78,178.74,36,6,6,A,BEN_DS_01,1,1,85000,50.86,11.29,356.02,1.5,23,100,380,7.83,140.9,20,Low,False,18,0.0
20260629,1,69,182,0,0,0,31,0,151,SNAC_CHOC_09,Snacks,35.69,49.81,36,8,32,A,BEN_DS_01,1,1,85000,35.93,8.43,251.51,1.5,17,71,269,4.2,75.6,20,Low,False,0,0.0
20260629,1,70,337,0,0,0,52,0,285,SNAC_NUTS_10,Snacks,99.1,129.42,36,6,24,A,BEN_DS_01,1,1,85000,59.29,13.39,415.03,1.5,27,116,443,4.81,86.6,20,Low,False,0,0.0
20260629,1,71,132,0,0,0,37,0,95,SNAC_CHIP_11,Snacks,52.19,68.22,36,6,18,B,BEN_DS_01,1,1,85000,46.93,10.95,328.51,1.5,23,94,352,2.02,36.4,19,Low,False,0,0.0
20260629,1,72,3,552,0,0,49,0,506,SNAC_BISC_12,Snacks,141.68,171.81,36,12,24,B,BEN_DS_01,1,1,85000,57.0,12.94,399.0,1.5,27,113,426,8.88,159.8,12,Low,False,80,0.0
20260629,1,73,1047,0,0,0,66,0,981,SNAC_NAMK_13,Snacks,76.38,92.13,72,24,48,B,BEN_DS_01,1,1,85000,81.86,18.96,573.02,3.0,55,301,629,11.98,215.6,12,Low,False,352,0.0
20260629,1,74,122,0,0,0,42,0,80,SNAC_CHOC_14,Snacks,52.66,67.1,48,8,24,B,BEN_DS_01,1,1,85000,48.21,10.58,337.47,2.0,25,122,363,1.66,29.9,23,Low,False,0,0.0
20260629,1,75,222,0,0,0,31,0,191,SNAC_NUTS_15,Snacks,67.65,85.91,72,24,72,B,BEN_DS_01,1,1,85000,38.0,9.06,266.0,3.0,26,140,292,5.03,90.5,12,Low,False,0,0.0
20260629,1,76,133,0,0,0,43,0,90,SNAC_CHIP_16,Snacks,54.39,64.61,24,8,16,B,BEN_DS_01,1,1,85000,50.64,11.11,354.48,1.0,19,70,374,1.78,32.0,22,Low,False,0,0.0
20260629,1,77,173,0,0,0,41,0,132,SNAC_BISC_17,Snacks,41.58,54.3,24,8,24,B,BEN_DS_01,1,1,85000,50.29,10.86,352.03,1.0,18,69,371,2.62,47.2,12,Low,False,0,0.0
20260629,1,78,408,0,0,0,64,0,344,SNAC_NAMK_18,Snacks,100.71,133.29,48,6,24,B,BEN_DS_01,1,1,85000,72.36,16.98,506.52,2.0,40,185,547,4.75,85.5,12,Low,False,0,0.0
20260629,1,79,325,0,0,0,56,0,269,SNAC_CHOC_19,Snacks,86.88,110.76,36,8,16,B,BEN_DS_01,1,1,85000,67.21,15.15,470.47,1.5,31,132,502,4.0,72.0,12,Low,False,0,0.0
20260629,1,80,571,0,0,0,65,0,506,SNAC_NUTS_20,Snacks,81.78,109.75,36,4,16,B,BEN_DS_01,1,1,85000,78.71,17.98,550.97,1.5,37,156,588,6.43,115.7,12,Low,False,0,0.0
20260629,1,81,228,0,0,0,58,0,170,SNAC_CHIP_21,Snacks,80.51,104.22,24,6,12,B,BEN_DS_01,1,1,85000,71.43,17.88,500.01,1.0,30,102,531,2.38,42.8,15,Low,False,0,0.0
20260629,1,82,116,224,0,0,44,0,296,SNAC_BISC_22,Snacks,127.23,163.96,12,4,4,B,BEN_DS_01,1,1,85000,58.07,14.98,406.49,0.5,18,48,425,5.1,91.8,12,Low,False,0,0.0
20260629,1,83,254,0,0,0,70,0,184,SNAC_NAMK_23,Snacks,127.88,152.46,12,8,16,B,BEN_DS_01,1,1,85000,80.79,19.49,565.53,0.5,23,64,589,2.28,41.0,16,Low,False,0,0.0
20260629,1,84,80,192,0,0,42,0,230,SNAC_CHOC_24,Snacks,34.22,42.74,12,24,24,B,BEN_DS_01,1,1,85000,44.29,11.0,310.03,0.5,13,36,324,5.19,93.4,12,Low,False,0,0.0
20260629,1,85,249,0,0,0,34,0,215,SNAC_NUTS_25,Snacks,125.8,172.15,36,12,12,B,BEN_DS_01,1,1,85000,39.57,11.61,276.99,1.5,24,84,301,5.43,97.7,12,Low,False,0,0.0
20260629,1,86,163,0,0,0,33,0,130,SNAC_CHIP_26,Snacks,94.12,113.54,36,8,32,B,BEN_DS_01,1,1,85000,40.93,9.94,286.51,1.5,21,83,308,3.18,57.2,12,Low,False,0,0.0
20260629,1,87,312,372,0,0,66,0,618,SNAC_BISC_27,Snacks,149.37,201.63,36,12,36,B,BEN_DS_01,1,1,85000,76.5,16.0,535.5,1.5,33,148,569,8.08,145.4,12,Low,False,49,0.0
20260629,1,88,553,0,0,0,58,0,495,SNAC_NAMK_28,Snacks,108.76,137.62,72,6,6,B,BEN_DS_01,1,1,85000,59.29,13.11,415.03,3.0,38,216,454,8.35,150.3,12,Low,False,41,0.0
20260629,1,89,332,0,0,0,38,0,294,SNAC_CHOC_29,Snacks,39.27,50.88,36,12,12,B,BEN_DS_01,1,1,85000,50.43,24.13,353.01,1.5,49,125,403,5.83,104.9,12,Low,False,0,0.0
20260629,1,90,373,0,0,0,57,0,316,SNAC_NUTS_30,Snacks,127.08,177.61,72,6,24,B,BEN_DS_01,1,1,85000,62.5,13.77,437.5,3.0,40,228,478,5.06,91.1,12,Low,False,0,0.0
20260629,1,91,80,0,0,0,16,0,64,PACK_NOOD_01,Packaged Foods,198.31,240.18,36,24,48,B,BEN_DS_01,1,1,85000,17.71,4.1,123.97,1.5,9,36,133,3.61,65.0,12,Low,False,0,0.0
20260629,1,92,34,152,0,0,24,0,162,PACK_PAST_02,Packaged Foods,39.01,52.51,12,8,16,B,BEN_DS_01,1,1,85000,32.07,6.74,224.49,0.5,8,25,233,5.05,90.9,12,Low,False,0,0.0
20260629,1,93,125,0,0,0,22,0,103,PACK_SAUC_03,Packaged Foods,51.37,62.66,24,24,24,B,BEN_DS_01,1,1,85000,25.57,6.8,178.99,1.0,12,38,191,4.03,72.5,12,Low,False,0,0.0
20260629,1,94,44,96,0,0,20,0,120,PACK_BREA_04,Packaged Foods,65.75,81.81,12,24,72,B,BEN_DS_01,1,1,85000,23.36,5.42,163.52,0.5,7,19,171,5.14,92.5,12,Low,False,0,0.0
20260629,1,95,83,0,0,0,17,0,66,PACK_READ_05,Packaged Foods,111.33,133.43,24,24,96,B,BEN_DS_01,1,1,85000,20.93,5.43,146.51,1.0,9,30,156,3.15,56.7,12,Low,False,0,0.0
20260629,1,96,2,276,0,0,29,0,249,PACK_NOOD_06,Packaged Foods,136.58,180.67,36,12,48,B,BEN_DS_01,1,1,85000,29.79,7.16,208.53,1.5,15,60,224,8.36,150.5,12,Low,False,25,0.0
20260629,1,97,150,0,0,0,18,0,132,PACK_PAST_07,Packaged Foods,35.17,44.34,48,24,48,B,BEN_DS_01,1,1,85000,24.64,10.13,172.48,2.0,24,74,197,5.36,96.5,12,Low,False,0,0.0
20260629,1,98,93,0,0,0,16,0,77,PACK_SAUC_08,Packaged Foods,172.78,222.22,36,12,48,B,BEN_DS_01,1,1,85000,17.14,4.64,119.98,1.5,10,36,130,4.49,80.8,12,Low,False,0,0.0
20260629,1,99,53,0,0,0,15,0,38,PACK_BREA_09,Packaged Foods,113.34,156.42,24,4,16,B,BEN_DS_01,1,1,85000,17.29,4.65,121.03,1.0,8,26,130,2.2,39.6,17,Low,False,0,0.0
20260629,1,100,555,0,0,0,32,0,523,PACK_READ_10,Packaged Foods,84.6,109.11,72,8,8,B,BEN_DS_01,1,1,85000,41.93,18.33,293.51,3.0,53,179,347,12.47,224.5,12,Low,False,176,0.0
20260629,1,101,258,0,0,0,31,0,227,PACK_NOOD_11,Packaged Foods,94.75,130.93,48,6,6,B,BEN_DS_01,1,1,85000,37.64,9.27,263.48,2.0,22,98,286,6.03,108.5,12,Low,False,0,0.0
20260629,1,102,104,0,0,0,27,0,77,PACK_PAST_12,Packaged Foods,84.3,103.03,24,12,48,B,BEN_DS_01,1,1,85000,31.5,6.84,220.5,1.0,12,44,233,2.44,43.9,15,Low,False,0,0.0
20260629,1,103,43,80,0,0,15,0,108,PACK_SAUC_13,Packaged Foods,103.44,129.06,12,8,8,B,BEN_DS_01,1,1,85000,20.79,4.79,145.53,0.5,6,17,152,5.19,93.4,12,Low,False,0,0.0
20260629,1,104,255,0,0,0,33,0,222,PACK_BREA_14,Packaged Foods,73.65,98.3,36,12,48,B,BEN_DS_01,1,1,85000,37.71,8.65,263.97,1.5,18,75,282,5.89,106.0,12,Low,False,0,0.0
20260629,1,105,420,144,0,0,29,0,535,PACK_READ_15,Packaged Foods,133.56,171.63,72,12,48,B,BEN_DS_01,1,1,85000,36.5,12.86,255.5,3.0,37,147,293,14.66,263.9,12,Low,True,242,0.0
20260629,1,106,132,160,0,0,26,0,266,PACK_NOOD_16,Packaged Foods,151.12,210.34,48,8,32,B,BEN_DS_01,1,1,85000,31.5,7.72,220.5,2.0,18,81,239,8.44,151.9,12,Low,False,27,0.0
20260629,1,107,124,0,0,0,21,0,103,PACK_PAST_17,Packaged Foods,44.97,60.31,72,12,36,B,BEN_DS_01,1,1,85000,25.14,5.76,175.98,3.0,17,93,193,4.1,73.8,12,Low,False,0,0.0
20260629,1,108,70,0,0,0,17,0,53,PACK_SAUC_18,Packaged Foods,139.47,194.33,12,4,8,B,BEN_DS_01,1,1,85000,21.21,5.47,148.47,0.5,7,18,156,2.5,45.0,14,Low,False,0,0.0
20260629,1,109,102,0,0,0,14,0,88,PACK_BREA_19,Packaged Foods,153.41,206.34,48,4,4,B,BEN_DS_01,1,1,85000,16.0,3.74,112.0,2.0,9,41,121,5.5,99.0,12,Low,False,0,0.0
20260629,1,110,201,0,0,0,37,2,162,PACK_READ_20,Packaged Foods,32.17,43.46,72,24,96,B,BEN_DS_01,1,1,85000,37.0,8.24,259.0,3.0,24,135,283,4.38,78.8,12,Low,False,0,0.0
20260629,1,111,114,0,0,0,24,0,90,PACK_NOOD_21,Packaged Foods,106.37,148.4,24,4,16,B,BEN_DS_01,1,1,85000,27.14,6.42,189.98,1.0,11,39,201,3.32,59.8,12,Low,False,0,0.0
20260629,1,112,124,0,0,0,18,0,106,PACK_PAST_22,Packaged Foods,39.84,51.88,36,6,24,B,BEN_DS_01,1,1,85000,19.5,4.97,136.5,1.5,11,41,148,5.44,97.9,12,Low,False,0,0.0
20260629,1,113,117,0,0,0,21,0,96,PACK_SAUC_23,Packaged Foods,168.95,200.74,12,24,24,B,BEN_DS_01,1,1,85000,20.36,4.31,142.52,0.5,6,17,149,4.72,85.0,12,Low,False,0,0.0
20260629,1,114,248,0,0,0,25,0,223,PACK_BREA_24,Packaged Foods,44.12,58.62,48,12,48,B,BEN_DS_01,1,1,85000,28.36,7.79,198.52,2.0,19,76,218,7.86,141.5,12,Low,False,5,0.0
20260629,1,115,59,0,0,0,16,0,43,PACK_READ_25,Packaged Foods,176.45,236.91,24,6,6,B,BEN_DS_01,1,1,85000,18.43,4.43,129.01,1.0,8,27,138,2.33,41.9,16,Low,False,0,0.0
20260629,1,116,49,160,0,0,25,0,184,PACK_NOOD_26,Packaged Foods,66.04,86.96,24,8,8,B,BEN_DS_01,1,1,85000,35.0,8.19,245.0,1.0,14,49,259,5.26,94.7,12,Low,False,0,0.0
20260629,1,117,145,0,0,0,30,0,115,PACK_PAST_27,Packaged Foods,115.06,152.92,36,12,24,B,BEN_DS_01,1,1,85000,32.36,7.79,226.52,1.5,16,65,243,3.55,63.9,12,Low,False,0,0.0
20260629,1,118,138,0,0,0,30,0,108,PACK_SAUC_28,Packaged Foods,181.74,241.31,24,8,32,B,BEN_DS_01,1,1,85000,33.29,8.0,233.03,1.0,14,48,248,3.24,58.3,12,Low,False,0,0.0
